area_fips,own_code,naics_code,agglvl_code,year,annual_avg_estabs,annual_avg_emplvl,total_annual_wages,annual_avg_wkly_wage,avg_annual_pay,tariff_301_direct,targeted_import_share_2017_china,china_import_value_2017,n_hs8_total,n_hs8_targeted,pce_price_index_2017_100,has_301_import_weight,naics_fe,ln_avg_annual_pay,dln_avg_annual_pay,ln_avg_weekly_wage,dln_avg_weekly_wage,real_annual_pay_pce,ln_real_annual_pay_pce,dln_real_annual_pay_pce,real_weekly_wage_pce,ln_real_weekly_wage_pce,dln_real_weekly_wage_pce,lag1_tariff_301_direct,lag2_tariff_301_direct,tariff_301_direct_cum01,tariff_301_direct_cum02,d_tariff_301_direct
US000,5,111130,18,2016,95,866,31430246,698,36304,0,1,37.731693,22,0,98.28433333333334,1,111130,10.499683207019624,NA,6.548219102762372,NA,36937.72829172503,10.516988754615989,NA,710.1843969706938,6.565524650358738,NA,NA,NA,0,0,NA
US000,5,111130,18,2017,90,880,33783332,738,38376,0,1,37.731693,22,0,100.00016666666666,1,111130,10.5551875431819,0.05550433616227579,6.6039438246004725,0.055724721838100066,38375.9360401066,10.555185876516623,0.038197121900633846,737.99877000205,6.603942157935195,0.038417507576456345,0,NA,0,0,0
US000,5,111130,18,2018,96,853,33928975,765,39757,0.03333333333333332,1,37.731693,22,22,102.047,1,111130,10.590541205207513,0.03535366202561363,6.639875833826536,0.03593200922606332,38959.49905435731,10.570277899726099,0.015092023209476224,749.6545709330014,6.619612528345122,0.015670370409927692,0,0,0.03333333333333332,0.03333333333333332,0.03333333333333332
US000,5,111130,18,2019,94,791,31519403,767,39864,0.19999999999999996,1,37.731693,22,22,103.50875,1,111130,10.593228939961241,0.002687734753727966,6.642486801367256,0.0026109675407202104,38512.68612556909,10.5587429757545,-0.011534923971598943,741.0001569915586,6.608000837160516,-0.011611691184606698,0.03333333333333332,0,0.23333333333333328,0.23333333333333328,0.16666666666666663
US000,5,111130,18,2020,93,575,24399894,816,42422,0.24999999999999994,1,37.731693,22,22,104.66641666666668,1,111130,10.655422374579162,0.06219343461792093,6.704414354964107,0.06192755359685087,40530.670057332936,10.609814251864993,0.051071276110493,779.6196965438611,6.658806232249939,0.050805395089422944,0.19999999999999996,0.03333333333333332,0.4499999999999999,0.4833333333333332,0.04999999999999999
US000,5,111130,18,2021,97,518,21501302,799,41548,0.24999999999999994,1,37.731693,22,22,108.97258333333332,1,111130,10.634604664347702,-0.020817710231460396,6.683360945766275,-0.021053409197832273,38127.021246169716,10.548678528797375,-0.061135723067618386,733.2119470417254,6.5974348102159475,-0.06137142203399115,0.24999999999999994,0.19999999999999996,0.4999999999999999,0.6999999999999998,0
US000,5,111130,18,2022,98,438,19904505,873,45401,0.24999999999999994,1,37.731693,22,22,116.10041666666666,1,111130,10.723289410218579,0.08868474587087682,6.771935555839602,0.08857461007332734,39104.94148384481,10.574004118649087,0.02532558985171285,751.93528590552,6.62265026427011,0.02521545405416248,0.24999999999999994,0.24999999999999994,0.4999999999999999,0.7499999999999998,0
US000,5,111130,18,2023,98,428,20510640,923,47978,0.24999999999999994,1,37.731693,22,22,120.51066666666668,1,111130,10.778497851489867,0.05520844127128832,6.827629234502852,0.05569367866324981,39812.24345286171,10.591929768409592,0.017925649760504925,765.9073055773762,6.641061151422577,0.018410887152467303,0.24999999999999994,0.24999999999999994,0.4999999999999999,0.7499999999999998,0
US000,5,111130,18,2024,95,357,17668488,951,49445,0.24999999999999994,1,37.731693,22,22,123.66608333333332,1,111130,10.808616219704092,0.0301183682142252,6.85751406254539,0.029884828042538558,39982.66838185895,10.596201348745115,0.004271580335522884,769.006322806105,6.6450991915864135,0.004038040163836243,0.24999999999999994,0.24999999999999994,0.4999999999999999,0.7499999999999998,0
US000,5,111130,18,2025,90,300,15491828,995,51726,0.24999999999999994,1,37.731693,22,22,126.91908333333332,1,111130,10.85371583543798,0.04509961573388743,6.902742737158593,0.04522867461320246,40755.10052664789,10.61533627713447,0.019134928389354044,783.9640610914172,6.664363178855082,0.01926398726866818,0.24999999999999994,0.24999999999999994,0.4999999999999999,0.7499999999999998,0
US000,5,111140,18,2016,2121,6341,216897537,658,34206,0,1,0.010386,1,0,98.28433333333334,1,111140,10.440156346259636,NA,6.489204931325317,NA,34803.10527618847,10.457461893856003,NA,669.4861507259549,6.506510478921682,NA,NA,NA,0,0,NA
US000,5,111140,18,2017,2076,6033,213438420,680,35379,0,1,0.010386,1,0,100.00016666666666,1,111140,10.47387370275808,0.03371735649844432,6.522092798170152,0.03288786684483469,35378.94103509827,10.473872036092802,0.01641014223679882,679.9988666685556,6.522091131504875,0.015580652583192744,0,NA,0,0,0
US000,5,111140,18,2018,2044,5849,215486560,709,36844,0.03333333333333333,1,0.010386,1,1,102.047,1,111140,10.514448062108126,0.04057435935004605,6.5638555265321274,0.041762728361975476,36104.93204111831,10.494184756626712,0.020312720533910422,694.7778964594746,6.543592221050714,0.02150108954583896,0,0,0.03333333333333333,0.03333333333333333,0.03333333333333333
US000,5,111140,18,2019,2016,5756,214523490,717,37272,0.2,1,0.010386,1,1,103.50875,1,111140,10.525997653496633,0.011549591388506641,6.57507584059962,0.011220314067492687,36008.55000181143,10.491511689289892,-0.0026730673368202673,692.6950620116655,6.54058987639288,-0.0030023446578342217,0.03333333333333333,0,0.23333333333333334,0.23333333333333334,0.16666666666666669
US000,5,111140,18,2020,2014,5891,227164382,742,38563,0.25,1,0.010386,1,1,104.66641666666668,1,111140,10.56004854652803,0.03405089303139697,6.60934924316738,0.034273402567760236,36843.718575760926,10.514440423813863,0.022928734523970817,708.9188907298345,6.563741120453212,0.02315124406033231,0.2,0.03333333333333333,0.45,0.48333333333333334,0.04999999999999999
